sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-9725,history of abraham lincoln,49,train,massive,en-US,en-US,train,12
massive-train-9726,achievements of sachin tendulkar,49,train,massive,en-US,en-US,train,12
massive-train-9727,find stock price for name,4,train,massive,en-US,en-US,train,12
massive-train-9728,what is twenty percent of one hundred and twenty,39,train,massive,en-US,en-US,train,12
massive-train-9729,what is the remainder when five hundred and twenty one is divided by three,39,train,massive,en-US,en-US,train,12
massive-train-9730,what is twenty three times fifty two,39,train,massive,en-US,en-US,train,12
massive-train-9731,tell me speed to go sun,12,train,massive,en-US,en-US,train,9
massive-train-9732,tell me if i should use the train or bus to get across town today,42,train,massive,en-US,en-US,train,1
massive-train-9733,when is the best time to travel to canada what airport to use,42,train,massive,en-US,en-US,train,1
massive-train-9734,where are the best company working spots in the neighborhood,12,train,massive,en-US,en-US,train,9
massive-train-9735,how much is one dollar us in canadian,10,train,massive,en-US,en-US,train,12
massive-train-9736,what is a canadian dollar worth in the us,10,train,massive,en-US,en-US,train,12
massive-train-9737,what is the home city of the bolshoi theater,49,train,massive,en-US,en-US,train,12
massive-train-9738,how tall is jennifer aniston,49,train,massive,en-US,en-US,train,12
massive-train-9739,where can i use this word,26,train,massive,en-US,en-US,train,12
massive-train-9740,what is i. b. m.'s stock worth,4,train,massive,en-US,en-US,train,12
massive-train-9741,give me the exchange rate between united states dollar and japanese yen,10,train,massive,en-US,en-US,train,12
massive-train-9742,give me the exchange rate between united states dollar and canadian dollar,10,train,massive,en-US,en-US,train,12
massive-train-9743,give me the description about television,26,train,massive,en-US,en-US,train,12
massive-train-9744,give me the description about watch,26,train,massive,en-US,en-US,train,12
massive-train-9745,just let me know the population of india,49,train,massive,en-US,en-US,train,12
massive-train-9746,just let me know the area of the asian continent,49,train,massive,en-US,en-US,train,12
massive-train-9747,give me the birth details of abraham lincoln,49,train,massive,en-US,en-US,train,12
massive-train-9748,how many meetings did mahatma gandhi undertake,49,train,massive,en-US,en-US,train,12
massive-train-9749,why has politics become so polarized recently,49,train,massive,en-US,en-US,train,12
massive-train-9750,what is the current status of resolving general relativity with quantum physics,49,train,massive,en-US,en-US,train,12
massive-train-9751,what is justin bieber's birthday,49,train,massive,en-US,en-US,train,12
massive-train-9752,where is steven spielberg living,49,train,massive,en-US,en-US,train,12
massive-train-9753,give me the opening stock price of intel today,4,train,massive,en-US,en-US,train,12
massive-train-9754,give me the opening stock price of infosys technologies today,4,train,massive,en-US,en-US,train,12
massive-train-9755,who is the current president of united states,49,train,massive,en-US,en-US,train,12
massive-train-9756,what is the cost of iphone seven,49,train,massive,en-US,en-US,train,12
massive-train-9757,how much does one euro cost in rupees,10,train,massive,en-US,en-US,train,12
massive-train-9758,give me the definition of the word armor,26,train,massive,en-US,en-US,train,12
massive-train-9759,give me the definition of the word haughty,26,train,massive,en-US,en-US,train,12
massive-train-9760,give me the definition of the word fondle,26,train,massive,en-US,en-US,train,12
massive-train-9761,please describe about microwave,26,train,massive,en-US,en-US,train,12
massive-train-9762,what is the definition of pwd,26,train,massive,en-US,en-US,train,12
massive-train-9763,where is kansas located,49,train,massive,en-US,en-US,train,12
massive-train-9764,give me the driving directions from faripir to gurpur,42,train,massive,en-US,en-US,train,1
massive-train-9765,what is famous in indranagar,49,train,massive,en-US,en-US,train,12
massive-train-9766,which bank will give better rate for currencies i have,10,train,massive,en-US,en-US,train,12
massive-train-9767,what is rate of euro to u. s. d.,10,train,massive,en-US,en-US,train,12
massive-train-9768,define this,26,train,massive,en-US,en-US,train,12
massive-train-9769,what is the birthday of adam gilchrist,49,train,massive,en-US,en-US,train,12
massive-train-9770,why did gotse shoot mahatma gandhi,49,train,massive,en-US,en-US,train,12
massive-train-9771,what is rock,26,train,massive,en-US,en-US,train,12
massive-train-9772,explain me about rock,26,train,massive,en-US,en-US,train,12
massive-train-9773,i want to know more about this person,12,train,massive,en-US,en-US,train,9
massive-train-9774,please find out the share price of infy in nasdaq,4,train,massive,en-US,en-US,train,12
massive-train-9775,which country's have a border to india,49,train,massive,en-US,en-US,train,12
massive-train-9776,tell me background family of selena gomez,49,train,massive,en-US,en-US,train,12
massive-train-9777,does selena gomez has a scandal,49,train,massive,en-US,en-US,train,12
massive-train-9778,what is the closing price of axle company,4,train,massive,en-US,en-US,train,12
massive-train-9779,please indicate the opening price of fra stock,4,train,massive,en-US,en-US,train,12
massive-train-9780,it would be nice if you could play with my kids,12,train,massive,en-US,en-US,train,9
massive-train-9781,list stock price for this company stock,4,train,massive,en-US,en-US,train,12
massive-train-9782,update me on stock price of this company stock,4,train,massive,en-US,en-US,train,12
massive-train-9783,what movies has clancy brown played in,49,train,massive,en-US,en-US,train,12
massive-train-9784,what is taylor swift's birthday,49,train,massive,en-US,en-US,train,12
massive-train-9785,how do you feel after hearing justin bieber's new album,57,train,massive,en-US,en-US,train,15
massive-train-9786,what are the things make a woman happy,12,train,massive,en-US,en-US,train,9
massive-train-9787,convert five s. d. to rials,10,train,massive,en-US,en-US,train,12
massive-train-9788,what is the exchange rate for pounds and u. s. d.,10,train,massive,en-US,en-US,train,12
massive-train-9789,define a stronomy,26,train,massive,en-US,en-US,train,12
massive-train-9790,where is it hottest on earth,49,train,massive,en-US,en-US,train,12
massive-train-9791,what is the most densely populated country in the world,49,train,massive,en-US,en-US,train,12
massive-train-9792,age of brad pitt,49,train,massive,en-US,en-US,train,12
massive-train-9793,angelina jolie spouses,49,train,massive,en-US,en-US,train,12
massive-train-9794,what is the lowest microsoft stock price today,4,train,massive,en-US,en-US,train,12
massive-train-9795,tell me summary forecast microsoft stock forecast to thirty days ahead,4,train,massive,en-US,en-US,train,12
massive-train-9796,what currency does england use,10,train,massive,en-US,en-US,train,12
massive-train-9797,what is four plus four,39,train,massive,en-US,en-US,train,12
massive-train-9798,what is the square root of ninety seven,39,train,massive,en-US,en-US,train,12
massive-train-9799,is one divisible by three,39,train,massive,en-US,en-US,train,12
massive-train-9800,stock price for gss energy,4,train,massive,en-US,en-US,train,12
massive-train-9801,amazon stock price,4,train,massive,en-US,en-US,train,12
massive-train-9802,who is the prettiest actress in the world in this century,49,train,massive,en-US,en-US,train,12
massive-train-9803,how many rupies are in a dollar,10,train,massive,en-US,en-US,train,12
massive-train-9804,what's the definition of indignation,26,train,massive,en-US,en-US,train,12
massive-train-9805,what was martin luther kings birthday,49,train,massive,en-US,en-US,train,12
massive-train-9806,who assassinated lincoln,49,train,massive,en-US,en-US,train,12
massive-train-9807,who was john dillinger,49,train,massive,en-US,en-US,train,12
massive-train-9808,given me the exchange rates between u. s. d. and inr,10,train,massive,en-US,en-US,train,12
massive-train-9809,given me the exchange rates between u. s. d. and cad,10,train,massive,en-US,en-US,train,12
massive-train-9810,what's the current price of mcdonalds stock,4,train,massive,en-US,en-US,train,12
massive-train-9811,how much did facebook stock increase last night,4,train,massive,en-US,en-US,train,12
massive-train-9812,exchange rates,10,train,massive,en-US,en-US,train,12
massive-train-9813,money exchange,10,train,massive,en-US,en-US,train,12
massive-train-9814,who is the prime minister of india,49,train,massive,en-US,en-US,train,12
massive-train-9815,describe about it,12,train,massive,en-US,en-US,train,9
massive-train-9816,ok google did angelina jolie leave brad pitt,49,train,massive,en-US,en-US,train,12
massive-train-9817,ok google what happened to katy perry,12,train,massive,en-US,en-US,train,9
massive-train-9818,why do some people still think the earth is flat,12,train,massive,en-US,en-US,train,9
massive-train-9819,geo info,49,train,massive,en-US,en-US,train,12
massive-train-9820,add five plus eighteen minus four please,39,train,massive,en-US,en-US,train,12
massive-train-9821,multiply one thousand by twelve,39,train,massive,en-US,en-US,train,12
massive-train-9822,how many children does sandra bullock have,49,train,massive,en-US,en-US,train,12
massive-train-9823,how old is kim kardashian,49,train,massive,en-US,en-US,train,12
massive-train-9824,current forex rates,10,train,massive,en-US,en-US,train,12
massive-train-9825,celeb info,49,train,massive,en-US,en-US,train,12
massive-train-9826,get info,49,train,massive,en-US,en-US,train,12
massive-train-9827,give me the stock price of apple,4,train,massive,en-US,en-US,train,12
massive-train-9828,give me the stock price of sony,4,train,massive,en-US,en-US,train,12
massive-train-9829,give me the stock price of intel,4,train,massive,en-US,en-US,train,12
massive-train-9830,topography melbourne,49,train,massive,en-US,en-US,train,12
massive-train-9831,geography melbourne,49,train,massive,en-US,en-US,train,12
massive-train-9832,does love equal sex,12,train,massive,en-US,en-US,train,9
massive-train-9833,making very complex calculations like jarvis,12,train,massive,en-US,en-US,train,9
massive-train-9834,what is the purpose of life,12,train,massive,en-US,en-US,train,9
massive-train-9835,who was the first president of united states,49,train,massive,en-US,en-US,train,12
massive-train-9836,what is the length of amazon river,49,train,massive,en-US,en-US,train,12
massive-train-9837,what does regal mean,26,train,massive,en-US,en-US,train,12
massive-train-9838,what is the current stock price of rolls royce,4,train,massive,en-US,en-US,train,12
massive-train-9839,where is south asia located,49,train,massive,en-US,en-US,train,12
massive-train-9840,how many continents are there,49,train,massive,en-US,en-US,train,12
massive-train-9841,what is the total number of islands in the united states,49,train,massive,en-US,en-US,train,12
massive-train-9842,stock details,4,train,massive,en-US,en-US,train,12
massive-train-9843,how to cook,9,train,massive,en-US,en-US,train,13
massive-train-9844,did the stock prices of google go up or down,4,train,massive,en-US,en-US,train,12
massive-train-9845,how is the current stock price looking for charmin,4,train,massive,en-US,en-US,train,12
massive-train-9846,what is the current stock price for hasbro,4,train,massive,en-US,en-US,train,12
